"MSOA","sex","age_band","econ_cat","freq"
"E02001726",1,2,3,73
"E02001726",1,2,4,63
"E02001726",1,2,5,0
"E02001726",1,2,6,29
"E02001726",1,2,7,17
"E02001726",1,2,8,28
"E02001726",1,2,9,15
"E02001726",1,3,0,88
"E02001726",1,3,1,390
"E02001726",1,3,2,38
"E02001726",1,3,3,88
"E02001726",1,3,4,47
"E02001726",1,3,5,0
"E02001726",1,3,6,7
"E02001726",1,3,7,17
"E02001726",1,3,8,45
"E02001726",1,3,9,19
"E02001726",1,4,0,50
"E02001726",1,4,1,411
"E02001726",1,4,2,33
"E02001726",1,4,3,104
"E02001726",1,4,4,60
"E02001726",1,4,5,4
"E02001726",1,4,6,5
"E02001726",1,4,7,22
"E02001726",1,4,8,64
"E02001726",1,4,9,13
"E02001726",1,5,0,43
"E02001726",1,5,1,224
"E02001726",1,5,2,27
"E02001726",1,5,3,63
"E02001726",1,5,4,24
"E02001726",1,5,5,93
"E02001726",1,5,6,0
"E02001726",1,5,7,15
"E02001726",1,5,8,92
"E02001726",1,5,9,13
"E02001726",1,6,0,20
"E02001726",1,6,1,17
"E02001726",1,6,2,4
"E02001726",1,6,3,9
"E02001726",1,6,4,0
"E02001726",1,6,5,600
"E02001726",1,6,6,1
"E02001726",1,6,7,1
"E02001726",1,6,8,12
"E02001726",1,6,9,13
"E02001727",0,1,0,151
"E02001727",0,1,1,118
"E02001727",0,1,2,1
"E02001727",0,1,3,2
"E02001727",0,1,4,71
"E02001727",0,1,5,0
"E02001727",0,1,6,111
"E02001727",0,1,7,37
"E02001727",0,1,8,9
"E02001727",0,1,9,17
"E02001727",0,2,0,128
"E02001727",0,2,1,192
"E02001727",0,2,2,7
"E02001727",0,2,3,8
"E02001727",0,2,4,25
"E02001727",0,2,5,0
"E02001727",0,2,6,12
"E02001727",0,2,7,59
"E02001727",0,2,8,19
"E02001727",0,2,9,12
"E02001727",0,3,0,159
"E02001727",0,3,1,230
"E02001727",0,3,2,18
"E02001727",0,3,3,6
"E02001727",0,3,4,32
"E02001727",0,3,5,1
"E02001727",0,3,6,10
"E02001727",0,3,7,57
"E02001727",0,3,8,32
"E02001727",0,3,9,15
"E02001727",0,4,0,233
"E02001727",0,4,1,296
"E02001727",0,4,2,9
"E02001727",0,4,3,5
"E02001727",0,4,4,21
"E02001727",0,4,5,7
"E02001727",0,4,6,2
"E02001727",0,4,7,48
"E02001727",0,4,8,53
"E02001727",0,4,9,14
"E02001727",0,5,0,123
"E02001727",0,5,1,121
"E02001727",0,5,2,14
"E02001727",0,5,3,6
"E02001727",0,5,4,8
"E02001727",0,5,5,192
"E02001727",0,5,6,0
"E02001727",0,5,7,27
"E02001727",0,5,8,43
"E02001727",0,5,9,13
"E02001727",0,6,0,22
"E02001727",0,6,1,6
"E02001727",0,6,2,2
"E02001727",0,6,3,2
"E02001727",0,6,4,0
"E02001727",0,6,5,788
"E02001727",0,6,6,3
"E02001727",0,6,7,2
"E02001727",0,6,8,11
"E02001727",0,6,9,23
"E02001727",1,1,0,117
"E02001727",1,1,1,153
"E02001727",1,1,2,6
"E02001727",1,1,3,12
"E02001727",1,1,4,87
"E02001727",1,1,5,0
"E02001727",1,1,6,134
"E02001727",1,1,7,2
"E02001727",1,1,8,14
"E02001727",1,1,9,13
"E02001727",1,2,0,40
"E02001727",1,2,1,269
"E02001727",1,2,2,6
"E02001727",1,2,3,35
"E02001727",1,2,4,72
"E02001727",1,2,5,0
"E02001727",1,2,6,13
"E02001727",1,2,7,8
"E02001727",1,2,8,19
"E02001727",1,2,9,11
"E02001727",1,3,0,30
"E02001727",1,3,1,328
"E02001727",1,3,2,15
"E02001727",1,3,3,61
"E02001727",1,3,4,45
"E02001727",1,3,5,2
"E02001727",1,3,6,3
"E02001727",1,3,7,13
"E02001727",1,3,8,45
"E02001727",1,3,9,20
"E02001727",1,4,0,30
"E02001727",1,4,1,437
"E02001727",1,4,2,12
"E02001727",1,4,3,74
"E02001727",1,4,4,51
"E02001727",1,4,5,7
"E02001727",1,4,6,0
"E02001727",1,4,7,4
"E02001727",1,4,8,72
"E02001727",1,4,9,8
"E02001727",1,5,0,51
"E02001727",1,5,1,255
"E02001727",1,5,2,11
"E02001727",1,5,3,45
"E02001727",1,5,4,37
"E02001727",1,5,5,84
"E02001727",1,5,6,0
"E02001727",1,5,7,6
"E02001727",1,5,8,62
"E02001727",1,5,9,19
"E02001727",1,6,0,13
"E02001727",1,6,1,22
"E02001727",1,6,2,2
"E02001727",1,6,3,5
"E02001727",1,6,4,1
"E02001727",1,6,5,598
"E02001727",1,6,6,1
"E02001727",1,6,7,0
"E02001727",1,6,8,10
"E02001727",1,6,9,6
"E02001728",0,1,0,170
"E02001728",0,1,1,153
"E02001728",0,1,2,2
"E02001728",0,1,3,5
"E02001728",0,1,4,62
"E02001728",0,1,5,0
"E02001728",0,1,6,104
"E02001728",0,1,7,39
"E02001728",0,1,8,4
"E02001728",0,1,9,7
"E02001728",0,2,0,196
"E02001728",0,2,1,310
"E02001728",0,2,2,12
"E02001728",0,2,3,10
"E02001728",0,2,4,35
"E02001728",0,2,5,1
"E02001728",0,2,6,18
"E02001728",0,2,7,83
"E02001728",0,2,8,16
"E02001728",0,2,9,21
"E02001728",0,3,0,235
"E02001728",0,3,1,259
"E02001728",0,3,2,14
"E02001728",0,3,3,13
"E02001728",0,3,4,32
"E02001728",0,3,5,0
"E02001728",0,3,6,3
"E02001728",0,3,7,64
"E02001728",0,3,8,28
"E02001728",0,3,9,6
"E02001728",0,4,0,184
"E02001728",0,4,1,319
"E02001728",0,4,2,13
"E02001728",0,4,3,25
"E02001728",0,4,4,40
"E02001728",0,4,5,7
"E02001728",0,4,6,6
"E02001728",0,4,7,44
"E02001728",0,4,8,61
"E02001728",0,4,9,15
"E02001728",0,5,0,143
"E02001728",0,5,1,142
"E02001728",0,5,2,8
"E02001728",0,5,3,15
"E02001728",0,5,4,11
"E02001728",0,5,5,238
"E02001728",0,5,6,0
"E02001728",0,5,7,26
"E02001728",0,5,8,50
"E02001728",0,5,9,9
"E02001728",0,6,0,24
"E02001728",0,6,1,12
"E02001728",0,6,2,0
"E02001728",0,6,3,1
"E02001728",0,6,4,0
"E02001728",0,6,5,772
"E02001728",0,6,6,5
"E02001728",0,6,7,1
"E02001728",0,6,8,14
"E02001728",0,6,9,14
"E02001728",1,1,0,97
"E02001728",1,1,1,188
"E02001728",1,1,2,8
"E02001728",1,1,3,9
"E02001728",1,1,4,93
"E02001728",1,1,5,0
"E02001728",1,1,6,121
"E02001728",1,1,7,4
"E02001728",1,1,8,7
"E02001728",1,1,9,10
"E02001728",1,2,0,43
"E02001728",1,2,1,408
"E02001728",1,2,2,6
"E02001728",1,2,3,33
"E02001728",1,2,4,47
"E02001728",1,2,5,0
"E02001728",1,2,6,6
"E02001728",1,2,7,10
"E02001728",1,2,8,18
"E02001728",1,2,9,7
"E02001728",1,3,0,30
"E02001728",1,3,1,416
"E02001728",1,3,2,14
"E02001728",1,3,3,75
"E02001728",1,3,4,47
"E02001728",1,3,5,0
"E02001728",1,3,6,0
"E02001728",1,3,7,11
"E02001728",1,3,8,35
"E02001728",1,3,9,12
"E02001728",1,4,0,44
"E02001728",1,4,1,380
"E02001728",1,4,2,17
"E02001728",1,4,3,76
"E02001728",1,4,4,34
"E02001728",1,4,5,5
"E02001728",1,4,6,5
"E02001728",1,4,7,7
"E02001728",1,4,8,56
"E02001728",1,4,9,8
"E02001728",1,5,0,39
"E02001728",1,5,1,263
"E02001728",1,5,2,21
"E02001728",1,5,3,57
"E02001728",1,5,4,28
"E02001728",1,5,5,104
"E02001728",1,5,6,0
"E02001728",1,5,7,11
"E02001728",1,5,8,89
"E02001728",1,5,9,7
"E02001728",1,6,0,12
"E02001728",1,6,1,28
"E02001728",1,6,2,7
"E02001728",1,6,3,9
"E02001728",1,6,4,3
"E02001728",1,6,5,647
"E02001728",1,6,6,1
"E02001728",1,6,7,2
"E02001728",1,6,8,12
"E02001728",1,6,9,5
"E02001729",0,1,0,245
"E02001729",0,1,1,117
"E02001729",0,1,2,7
"E02001729",0,1,3,4
"E02001729",0,1,4,157
"E02001729",0,1,5,1
"E02001729",0,1,6,933
"E02001729",0,1,7,57
"E02001729",0,1,8,5
"E02001729",0,1,9,34
"E02001729",0,2,0,170
"E02001729",0,2,1,314
"E02001729",0,2,2,23
"E02001729",0,2,3,20
"E02001729",0,2,4,80
"E02001729",0,2,5,1
"E02001729",0,2,6,160
"E02001729",0,2,7,200
"E02001729",0,2,8,14
"E02001729",0,2,9,68
"E02001729",0,3,0,111
"E02001729",0,3,1,153
"E02001729",0,3,2,19
"E02001729",0,3,3,26
"E02001729",0,3,4,33
"E02001729",0,3,5,2
"E02001729",0,3,6,21
"E02001729",0,3,7,151
"E02001729",0,3,8,41
"E02001729",0,3,9,53
"E02001729",0,4,0,81
"E02001729",0,4,1,141
"E02001729",0,4,2,12
"E02001729",0,4,3,23
"E02001729",0,4,4,30
"E02001729",0,4,5,5
"E02001729",0,4,6,5
"E02001729",0,4,7,55
"E02001729",0,4,8,62
"E02001729",0,4,9,23
"E02001729",0,5,0,57
"E02001729",0,5,1,62
"E02001729",0,5,2,13
"E02001729",0,5,3,3
"E02001729",0,5,4,6
"E02001729",0,5,5,98
"E02001729",0,5,6,1
"E02001729",0,5,7,22
"E02001729",0,5,8,29
"E02001729",0,5,9,17
"E02001729",0,6,0,16
"E02001729",0,6,1,3
"E02001729",0,6,2,4
"E02001729",0,6,3,2
"E02001729",0,6,4,1
"E02001729",0,6,5,368
"E02001729",0,6,6,0
"E02001729",0,6,7,3
"E02001729",0,6,8,19
"E02001729",0,6,9,20
"E02001729",1,1,0,305
"E02001729",1,1,1,182
"E02001729",1,1,2,25
"E02001729",1,1,3,10
"E02001729",1,1,4,222
"E02001729",1,1,5,0
"E02001729",1,1,6,1204
"E02001729",1,1,7,3
"E02001729",1,1,8,19
"E02001729",1,1,9,17
"E02001729",1,2,0,319
"E02001729",1,2,1,538
"E02001729",1,2,2,50
"E02001729",1,2,3,122
"E02001729",1,2,4,186
"E02001729",1,2,5,1
"E02001729",1,2,6,316
"E02001729",1,2,7,16
"E02001729",1,2,8,45
"E02001729",1,2,9,42
"E02001729",1,3,0,150
"E02001729",1,3,1,274
"E02001729",1,3,2,48
"E02001729",1,3,3,100
"E02001729",1,3,4,102
"E02001729",1,3,5,1
"E02001729",1,3,6,75
"E02001729",1,3,7,17
"E02001729",1,3,8,58
"E02001729",1,3,9,28
"E02001729",1,4,0,57
"E02001729",1,4,1,198
"E02001729",1,4,2,35
"E02001729",1,4,3,60
"E02001729",1,4,4,48
"E02001729",1,4,5,3
"E02001729",1,4,6,20
"E02001729",1,4,7,15
"E02001729",1,4,8,79
"E02001729",1,4,9,25
"E02001729",1,5,0,36
"E02001729",1,5,1,89
"E02001729",1,5,2,14
"E02001729",1,5,3,26
"E02001729",1,5,4,22
"E02001729",1,5,5,71
"E02001729",1,5,6,1
"E02001729",1,5,7,4
"E02001729",1,5,8,67
"E02001729",1,5,9,11
"E02001729",1,6,0,13
"E02001729",1,6,1,12
"E02001729",1,6,2,6
"E02001729",1,6,3,7
"E02001729",1,6,4,1
"E02001729",1,6,5,311
"E02001729",1,6,6,2
"E02001729",1,6,7,0
"E02001729",1,6,8,7
"E02001729",1,6,9,4
"E02001730",0,1,0,874
"E02001730",0,1,1,250
"E02001730",0,1,2,16
"E02001730",0,1,3,2
"E02001730",0,1,4,372
"E02001730",0,1,5,2
"E02001730",0,1,6,1822
"E02001730",0,1,7,8
"E02001730",0,1,8,7
"E02001730",0,1,9,14
"E02001730",0,2,0,103
"E02001730",0,2,1,429
"E02001730",0,2,2,9
"E02001730",0,2,3,20
"E02001730",0,2,4,46
"E02001730",0,2,5,0
"E02001730",0,2,6,130
"E02001730",0,2,7,50
"E02001730",0,2,8,14
"E02001730",0,2,9,17
"E02001730",0,3,0,83
"E02001730",0,3,1,160
"E02001730",0,3,2,20
"E02001730",0,3,3,19
"E02001730",0,3,4,24
"E02001730",0,3,5,0
"E02001730",0,3,6,12
"E02001730",0,3,7,41
"E02001730",0,3,8,31
"E02001730",0,3,9,14
"E02001730",0,4,0,81
"E02001730",0,4,1,143
"E02001730",0,4,2,16
"E02001730",0,4,3,24
"E02001730",0,4,4,24
"E02001730",0,4,5,3
"E02001730",0,4,6,4
"E02001730",0,4,7,23
"E02001730",0,4,8,47
"E02001730",0,4,9,8
"E02001730",0,5,0,44
"E02001730",0,5,1,94
"E02001730",0,5,2,10
"E02001730",0,5,3,7
"E02001730",0,5,4,11
"E02001730",0,5,5,106
"E02001730",0,5,6,2
"E02001730",0,5,7,11
"E02001730",0,5,8,42
"E02001730",0,5,9,5
"E02001730",0,6,0,13
"E02001730",0,6,1,6
"E02001730",0,6,2,3
"E02001730",0,6,3,4
"E02001730",0,6,4,0
"E02001730",0,6,5,389
"E02001730",0,6,6,0
"E02001730",0,6,7,2
"E02001730",0,6,8,8
"E02001730",0,6,9,13
"E02001730",1,1,0,681
"E02001730",1,1,1,267
"E02001730",1,1,2,20
"E02001730",1,1,3,14
"E02001730",1,1,4,355
"E02001730",1,1,5,0
"E02001730",1,1,6,1954
"E02001730",1,1,7,1
"E02001730",1,1,8,11
"E02001730",1,1,9,16
"E02001730",1,2,0,120
"E02001730",1,2,1,626
"E02001730",1,2,2,23
"E02001730",1,2,3,61
"E02001730",1,2,4,91
"E02001730",1,2,5,1
"E02001730",1,2,6,232
"E02001730",1,2,7,3
"E02001730",1,2,8,30
"E02001730",1,2,9,21
"E02001730",1,3,0,41
"E02001730",1,3,1,298
"E02001730",1,3,2,20
"E02001730",1,3,3,43
"E02001730",1,3,4,72
"E02001730",1,3,5,1
"E02001730",1,3,6,26
"E02001730",1,3,7,3
"E02001730",1,3,8,82
"E02001730",1,3,9,21
"E02001730",1,4,0,31
"E02001730",1,4,1,220
"E02001730",1,4,2,14
"E02001730",1,4,3,52
"E02001730",1,4,4,41
"E02001730",1,4,5,11
"E02001730",1,4,6,1
"E02001730",1,4,7,5
"E02001730",1,4,8,94
"E02001730",1,4,9,13
"E02001730",1,5,0,27
"E02001730",1,5,1,126
"E02001730",1,5,2,11
"E02001730",1,5,3,21
"E02001730",1,5,4,25
"E02001730",1,5,5,76
"E02001730",1,5,6,0
"E02001730",1,5,7,3
"E02001730",1,5,8,78
"E02001730",1,5,9,16
"E02001730",1,6,0,6
"E02001730",1,6,1,7
"E02001730",1,6,2,8
"E02001730",1,6,3,3
"E02001730",1,6,4,4
"E02001730",1,6,5,367
"E02001730",1,6,6,2
"E02001730",1,6,7,2
"E02001730",1,6,8,8
"E02001730",1,6,9,13
"E02001731",0,1,0,334
"E02001731",0,1,1,174
"E02001731",0,1,2,19
"E02001731",0,1,3,5
"E02001731",0,1,4,310
"E02001731",0,1,5,0
"E02001731",0,1,6,1358
"E02001731",0,1,7,29
"E02001731",0,1,8,10
"E02001731",0,1,9,38
"E02001731",0,2,0,138
"E02001731",0,2,1,388
"E02001731",0,2,2,15
"E02001731",0,2,3,33
"E02001731",0,2,4,73
"E02001731",0,2,5,0
"E02001731",0,2,6,207
"E02001731",0,2,7,96
"E02001731",0,2,8,22
"E02001731",0,2,9,40
"E02001731",0,3,0,93
"E02001731",0,3,1,158
"E02001731",0,3,2,17
"E02001731",0,3,3,15
"E02001731",0,3,4,36
"E02001731",0,3,5,0
"E02001731",0,3,6,28
"E02001731",0,3,7,64
"E02001731",0,3,8,54
"E02001731",0,3,9,38
"E02001731",0,4,0,98
"E02001731",0,4,1,111
"E02001731",0,4,2,6
"E02001731",0,4,3,13
"E02001731",0,4,4,29
"E02001731",0,4,5,3
"E02001731",0,4,6,3
"E02001731",0,4,7,35
"E02001731",0,4,8,77
"E02001731",0,4,9,15
"E02001731",0,5,0,53
"E02001731",0,5,1,59
"E02001731",0,5,2,3
"E02001731",0,5,3,9
"E02001731",0,5,4,8
"E02001731",0,5,5,99
"E02001731",0,5,6,1
"E02001731",0,5,7,8
"E02001731",0,5,8,56
"E02001731",0,5,9,13
"E02001731",0,6,0,9
"E02001731",0,6,1,13
"E02001731",0,6,2,2
"E02001731",0,6,3,1
"E02001731",0,6,4,1
"E02001731",0,6,5,461
"E02001731",0,6,6,1
"E02001731",0,6,7,7
"E02001731",0,6,8,20
"E02001731",0,6,9,10
"E02001731",1,1,0,262
"E02001731",1,1,1,214
"E02001731",1,1,2,16
"E02001731",1,1,3,10
"E02001731",1,1,4,240
"E02001731",1,1,5,0
"E02001731",1,1,6,1742
"E02001731",1,1,7,1
"E02001731",1,1,8,12
"E02001731",1,1,9,15
"E02001731",1,2,0,132
"E02001731",1,2,1,646
"E02001731",1,2,2,19
"E02001731",1,2,3,66
"E02001731",1,2,4,110
"E02001731",1,2,5,0
"E02001731",1,2,6,370
"E02001731",1,2,7,4
"E02001731",1,2,8,56
"E02001731",1,2,9,34
"E02001731",1,3,0,91
"E02001731",1,3,1,326
"E02001731",1,3,2,32
"E02001731",1,3,3,68
"E02001731",1,3,4,98
"E02001731",1,3,5,5
"E02001731",1,3,6,42
"E02001731",1,3,7,11
"E02001731",1,3,8,73
"E02001731",1,3,9,29
"E02001731",1,4,0,50
"E02001731",1,4,1,227
"E02001731",1,4,2,18
"E02001731",1,4,3,37
"E02001731",1,4,4,60
"E02001731",1,4,5,10
"E02001731",1,4,6,6
"E02001731",1,4,7,7
"E02001731",1,4,8,125
"E02001731",1,4,9,19
"E02001731",1,5,0,17
"E02001731",1,5,1,104
"E02001731",1,5,2,10
"E02001731",1,5,3,36
"E02001731",1,5,4,28
"E02001731",1,5,5,76
"E02001731",1,5,6,2
"E02001731",1,5,7,5
"E02001731",1,5,8,87
"E02001731",1,5,9,9
"E02001731",1,6,0,12
"E02001731",1,6,1,12
"E02001731",1,6,2,8
"E02001731",1,6,3,7
"E02001731",1,6,4,3
"E02001731",1,6,5,317
"E02001731",1,6,6,3
"E02001731",1,6,7,0
"E02001731",1,6,8,17
"E02001731",1,6,9,11
"E02001732",0,1,0,70
"E02001732",0,1,1,53
"E02001732",0,1,2,0
"E02001732",0,1,3,2
"E02001732",0,1,4,26
"E02001732",0,1,5,0
"E02001732",0,1,6,59
"E02001732",0,1,7,46
"E02001732",0,1,8,9
"E02001732",0,1,9,24
"E02001732",0,2,0,77
"E02001732",0,2,1,109
"E02001732",0,2,2,5
"E02001732",0,2,3,4
"E02001732",0,2,4,32
"E02001732",0,2,5,1
"E02001732",0,2,6,6
"E02001732",0,2,7,80
"E02001732",0,2,8,8
"E02001732",0,2,9,16
"E02001732",0,3,0,101
"E02001732",0,3,1,122
"E02001732",0,3,2,7
"E02001732",0,3,3,6
"E02001732",0,3,4,20
"E02001732",0,3,5,0
"E02001732",0,3,6,2
"E02001732",0,3,7,40
"E02001732",0,3,8,25
"E02001732",0,3,9,12
"E02001732",0,4,0,95
"E02001732",0,4,1,149
"E02001732",0,4,2,7
"E02001732",0,4,3,10
"E02001732",0,4,4,19
"E02001732",0,4,5,5
"E02001732",0,4,6,2
"E02001732",0,4,7,25
"E02001732",0,4,8,46
"E02001732",0,4,9,9
"E02001732",0,5,0,61
"E02001732",0,5,1,62
"E02001732",0,5,2,3
"E02001732",0,5,3,4
"E02001732",0,5,4,4
"E02001732",0,5,5,97
"E02001732",0,5,6,2
"E02001732",0,5,7,14
"E02001732",0,5,8,41
"E02001732",0,5,9,16
"E02001732",0,6,0,10
"E02001732",0,6,1,2
"E02001732",0,6,2,2
"E02001732",0,6,3,2
"E02001732",0,6,4,0
"E02001732",0,6,5,391
"E02001732",0,6,6,2
"E02001732",0,6,7,2
"E02001732",0,6,8,9
"E02001732",0,6,9,10
"E02001732",1,1,0,50
"E02001732",1,1,1,70
"E02001732",1,1,2,1
"E02001732",1,1,3,4
"E02001732",1,1,4,62
"E02001732",1,1,5,0
"E02001732",1,1,6,78
"E02001732",1,1,7,2
"E02001732",1,1,8,4
"E02001732",1,1,9,15
"E02001732",1,2,0,27
"E02001732",1,2,1,168
"E02001732",1,2,2,2
"E02001732",1,2,3,23
"E02001732",1,2,4,32
"E02001732",1,2,5,0
"E02001732",1,2,6,10
"E02001732",1,2,7,6
"E02001732",1,2,8,12
"E02001732",1,2,9,5
"E02001732",1,3,0,19
"E02001732",1,3,1,173
"E02001732",1,3,2,9
"E02001732",1,3,3,35
"E02001732",1,3,4,27
"E02001732",1,3,5,0
"E02001732",1,3,6,1
"E02001732",1,3,7,3
"E02001732",1,3,8,23
"E02001732",1,3,9,6
"E02001732",1,4,0,20
"E02001732",1,4,1,184
"E02001732",1,4,2,9
"E02001732",1,4,3,42
"E02001732",1,4,4,28
"E02001732",1,4,5,3
"E02001732",1,4,6,0
"E02001732",1,4,7,5
"E02001732",1,4,8,44
"E02001732",1,4,9,9
"E02001732",1,5,0,27
"E02001732",1,5,1,117
"E02001732",1,5,2,8
"E02001732",1,5,3,25
"E02001732",1,5,4,24
"E02001732",1,5,5,53
"E02001732",1,5,6,1
"E02001732",1,5,7,5
"E02001732",1,5,8,64
"E02001732",1,5,9,17
"E02001732",1,6,0,4
"E02001732",1,6,1,11
"E02001732",1,6,2,2
"E02001732",1,6,3,4
"E02001732",1,6,4,0
"E02001732",1,6,5,320
"E02001732",1,6,6,0
"E02001732",1,6,7,0
"E02001732",1,6,8,12
"E02001732",1,6,9,1
"E02001733",0,1,0,164
"E02001733",0,1,1,160
"E02001733",0,1,2,8
"E02001733",0,1,3,0
"E02001733",0,1,4,126
"E02001733",0,1,5,0
"E02001733",0,1,6,167
"E02001733",0,1,7,89
"E02001733",0,1,8,14
"E02001733",0,1,9,52
"E02001733",0,2,0,222
"E02001733",0,2,1,366
"E02001733",0,2,2,9
"E02001733",0,2,3,24
"E02001733",0,2,4,86
"E02001733",0,2,5,0
"E02001733",0,2,6,38
"E02001733",0,2,7,170
"E02001733",0,2,8,54
"E02001733",0,2,9,29
"E02001733",0,3,0,235
"E02001733",0,3,1,249
"E02001733",0,3,2,16
"E02001733",0,3,3,12
"E02001733",0,3,4,63
"E02001733",0,3,5,0
"E02001733",0,3,6,12
"E02001733",0,3,7,105
"E02001733",0,3,8,81
"E02001733",0,3,9,32
"E02001733",0,4,0,209
"E02001733",0,4,1,265
"E02001733",0,4,2,16
"E02001733",0,4,3,11
"E02001733",0,4,4,35
"E02001733",0,4,5,4
"E02001733",0,4,6,3
"E02001733",0,4,7,69
"E02001733",0,4,8,144
"E02001733",0,4,9,41
"E02001733",0,5,0,122
"E02001733",0,5,1,113
"E02001733",0,5,2,9
"E02001733",0,5,3,8
"E02001733",0,5,4,20
"E02001733",0,5,5,182
"E02001733",0,5,6,0
"E02001733",0,5,7,28
"E02001733",0,5,8,96
"E02001733",0,5,9,20
"E02001733",0,6,0,28
"E02001733",0,6,1,13
"E02001733",0,6,2,2
"E02001733",0,6,3,3
"E02001733",0,6,4,0
"E02001733",0,6,5,751
"E02001733",0,6,6,2
"E02001733",0,6,7,2
"E02001733",0,6,8,24
"E02001733",0,6,9,21
"E02001733",1,1,0,135
"E02001733",1,1,1,228
"E02001733",1,1,2,4
"E02001733",1,1,3,12
"E02001733",1,1,4,142
"E02001733",1,1,5,0
"E02001733",1,1,6,223
"E02001733",1,1,7,4
"E02001733",1,1,8,20
"E02001733",1,1,9,31
"E02001733",1,2,0,87
"E02001733",1,2,1,525
"E02001733",1,2,2,13
"E02001733",1,2,3,60
"E02001733",1,2,4,130
"E02001733",1,2,5,2
"E02001733",1,2,6,34
"E02001733",1,2,7,26
"E02001733",1,2,8,63
"E02001733",1,2,9,25
"E02001733",1,3,0,47
"E02001733",1,3,1,349
"E02001733",1,3,2,20
"E02001733",1,3,3,72
"E02001733",1,3,4,112
"E02001733",1,3,5,0
"E02001733",1,3,6,7
"E02001733",1,3,7,21
"E02001733",1,3,8,138
"E02001733",1,3,9,36
"E02001733",1,4,0,61
"E02001733",1,4,1,374
"E02001733",1,4,2,24
"E02001733",1,4,3,50
"E02001733",1,4,4,67
"E02001733",1,4,5,9
"E02001733",1,4,6,4
"E02001733",1,4,7,25
"E02001733",1,4,8,153
"E02001733",1,4,9,26
"E02001733",1,5,0,41
"E02001733",1,5,1,256
"E02001733",1,5,2,11
"E02001733",1,5,3,43
"E02001733",1,5,4,40
"E02001733",1,5,5,114
"E02001733",1,5,6,4
"E02001733",1,5,7,7
"E02001733",1,5,8,176
"E02001733",1,5,9,21
"E02001733",1,6,0,14
"E02001733",1,6,1,18
"E02001733",1,6,2,1
"E02001733",1,6,3,4
"E02001733",1,6,4,7
"E02001733",1,6,5,611
"E02001733",1,6,6,4
"E02001733",1,6,7,0
"E02001733",1,6,8,15
"E02001733",1,6,9,12
"E02001734",0,1,0,98
"E02001734",0,1,1,102
"E02001734",0,1,2,2
"E02001734",0,1,3,0
"E02001734",0,1,4,54
"E02001734",0,1,5,0
"E02001734",0,1,6,128
"E02001734",0,1,7,57
"E02001734",0,1,8,5
"E02001734",0,1,9,24
"E02001734",0,2,0,144
"E02001734",0,2,1,193
"E02001734",0,2,2,9
"E02001734",0,2,3,7
"E02001734",0,2,4,54
"E02001734",0,2,5,2
"E02001734",0,2,6,14
"E02001734",0,2,7,107
"E02001734",0,2,8,23
"E02001734",0,2,9,27
"E02001734",0,3,0,137
"E02001734",0,3,1,148
"E02001734",0,3,2,8
"E02001734",0,3,3,5
"E02001734",0,3,4,32
"E02001734",0,3,5,2
"E02001734",0,3,6,3
"E02001734",0,3,7,62
"E02001734",0,3,8,38
"E02001734",0,3,9,12
"E02001734",0,4,0,165
"E02001734",0,4,1,222
"E02001734",0,4,2,7
"E02001734",0,4,3,10
"E02001734",0,4,4,20
"E02001734",0,4,5,7
"E02001734",0,4,6,3
"E02001734",0,4,7,38
"E02001734",0,4,8,77
"E02001734",0,4,9,28
"E02001734",0,5,0,102
"E02001734",0,5,1,74
"E02001734",0,5,2,6
"E02001734",0,5,3,10
"E02001734",0,5,4,5
"E02001734",0,5,5,131
"E02001734",0,5,6,0
"E02001734",0,5,7,24
"E02001734",0,5,8,54
"E02001734",0,5,9,13
"E02001734",0,6,0,12
"E02001734",0,6,1,12
"E02001734",0,6,2,5
"E02001734",0,6,3,1
"E02001734",0,6,4,0
"E02001734",0,6,5,556
"E02001734",0,6,6,1
"E02001734",0,6,7,5
"E02001734",0,6,8,12
"E02001734",0,6,9,17
"E02001734",1,1,0,68
"E02001734",1,1,1,113
"E02001734",1,1,2,6
"E02001734",1,1,3,8
"E02001734",1,1,4,96
"E02001734",1,1,5,0
"E02001734",1,1,6,136
"E02001734",1,1,7,6
"E02001734",1,1,8,10
"E02001734",1,1,9,16
"E02001734",1,2,0,71
"E02001734",1,2,1,248
"E02001734",1,2,2,11
"E02001734",1,2,3,25
"E02001734",1,2,4,83
"E02001734",1,2,5,0
"E02001734",1,2,6,10
"E02001734",1,2,7,8
"E02001734",1,2,8,29
"E02001734",1,2,9,28
"E02001734",1,3,0,41
"E02001734",1,3,1,223
"E02001734",1,3,2,13
"E02001734",1,3,3,50
"E02001734",1,3,4,52
"E02001734",1,3,5,0
"E02001734",1,3,6,11
"E02001734",1,3,7,15
"E02001734",1,3,8,41
"E02001734",1,3,9,26
"E02001734",1,4,0,39
"E02001734",1,4,1,278
"E02001734",1,4,2,8
"E02001734",1,4,3,50
"E02001734",1,4,4,44
"E02001734",1,4,5,8
"E02001734",1,4,6,1
"E02001734",1,4,7,13
"E02001734",1,4,8,58
"E02001734",1,4,9,20
"E02001734",1,5,0,35
"E02001734",1,5,1,145
"E02001734",1,5,2,8
"E02001734",1,5,3,31
"E02001734",1,5,4,26
"E02001734",1,5,5,80
"E02001734",1,5,6,1
"E02001734",1,5,7,8
"E02001734",1,5,8,87
"E02001734",1,5,9,10
"E02001734",1,6,0,12
